comp_id,method,loop_id,probe_node,probe_graal_block_id
1214,scala.collection.mutable.Growable.addAll,0,b36,36
1214,scala.collection.mutable.Growable.addAll,1,b52,52
1216,scala.util.hashing.MurmurHash3.unorderedHash,0,b53,53
1218,scala.collection.immutable.Range.foreach$mVc$sp,0,b10,10
1219,scala.collection.immutable.Range.foreach$mVc$sp,0,b3,3
1220,java.lang.StringConcatHelper.doConcat,0,b7,7
1223,cafesat.sat.Solver.decide,0,b11,11
1224,cafesat.sat.Solver.decide,1,b43,43
1224,cafesat.sat.Solver.decide,0,b88,88
1224,cafesat.sat.Solver.decide,2,b99,99
1225,cafesat.common.FixedIntDoublePriorityQueue.deleteMax,0,b43,43
1227,scala.collection.ArrayOps$.map$extension,4,b10,10
1227,scala.collection.ArrayOps$.map$extension,5,b19,19
1227,scala.collection.ArrayOps$.map$extension,6,b28,28
1227,scala.collection.ArrayOps$.map$extension,0,b87,87
1227,scala.collection.ArrayOps$.map$extension,2,b123,123
1227,scala.collection.ArrayOps$.map$extension,3,b147,147
1227,scala.collection.ArrayOps$.map$extension,1,b192,192
1236,org.renaissance.scala.sat.Solver$$$Lambda/0x000000008316f298.apply,0,b10,10
1236,org.renaissance.scala.sat.Solver$$$Lambda/0x000000008316f298.apply,1,b18,18
1237,org.renaissance.scala.sat.Solver$.$anonfun$solve$24$adapted,0,b10,10
1237,org.renaissance.scala.sat.Solver$.$anonfun$solve$24$adapted,1,b18,18
162,java.io.BufferedInputStream.getBufIfOpen,0,b6,6
1238,org.renaissance.scala.sat.Solver$.$anonfun$solve$24,0,b3,3
1238,org.renaissance.scala.sat.Solver$.$anonfun$solve$24,1,b11,11
1239,org.renaissance.scala.sat.Solver$$$Lambda/0x00000000831743d8.apply,0,b10,10
1239,org.renaissance.scala.sat.Solver$$$Lambda/0x00000000831743d8.apply,1,b17,17
1240,org.renaissance.scala.sat.Solver$.$anonfun$solve$28$adapted,0,b10,10
1240,org.renaissance.scala.sat.Solver$.$anonfun$solve$28$adapted,1,b17,17
1241,org.renaissance.scala.sat.Solver$.$anonfun$solve$28,0,b3,3
1241,org.renaissance.scala.sat.Solver$.$anonfun$solve$28,1,b10,10
1243,scala.collection.immutable.ArraySeq.map,0,b50,50
1243,scala.collection.immutable.ArraySeq.map,1,b70,70
1244,scala.collection.immutable.ArraySeq.map,1,b4,4
1244,scala.collection.immutable.ArraySeq.map,0,b16,16
1259,scala.collection.mutable.Growable.addAll,0,b34,34
1259,scala.collection.mutable.Growable.addAll,1,b43,43
1261,scala.collection.immutable.HashMapBuilder.update,0,b6,6
1261,scala.collection.immutable.HashMapBuilder.update,1,b62,62
1261,scala.collection.immutable.HashMapBuilder.update,2,b95,95
1261,scala.collection.immutable.HashMapBuilder.update,3,b125,125
1262,cafesat.sat.Solver$$Lambda/0x00000000831aca18.apply,0,b43,43
1264,scala.collection.IterableOnceOps.exists,0,b43,43
1265,scala.collection.IterableOnceOps.exists,0,b25,25
1268,org.renaissance.scala.sat.Solver$.$anonfun$solve$20$adapted,0,b10,10
1268,org.renaissance.scala.sat.Solver$.$anonfun$solve$20$adapted,1,b18,18
1269,org.renaissance.scala.sat.Solver$.$anonfun$solve$20,0,b3,3
1269,org.renaissance.scala.sat.Solver$.$anonfun$solve$20,1,b11,11
1274,java.lang.invoke.LambdaForm$DMH/0x0000000083171400.newInvokeSpecial,0,b23,23
1294,java.util.ArrayList.add,0,b6,6
1294,java.util.ArrayList.add,1,b20,20
1294,java.util.ArrayList.add,2,b34,34
1295,java.util.ArrayList.add,0,b8,8
1295,java.util.ArrayList.add,1,b22,22
1295,java.util.ArrayList.add,2,b36,36
1300,java.lang.StringConcatHelper.newArrayWithSuffix,0,b5,5
1303,jdk.internal.vm.TranslatedException.encodeThrowable,15,b64,64
1303,jdk.internal.vm.TranslatedException.encodeThrowable,0,b122,122
1303,jdk.internal.vm.TranslatedException.encodeThrowable,3,b207,207
1303,jdk.internal.vm.TranslatedException.encodeThrowable,1,b273,273
1303,jdk.internal.vm.TranslatedException.encodeThrowable,4,b291,291
1303,jdk.internal.vm.TranslatedException.encodeThrowable,25,b305,305
1303,jdk.internal.vm.TranslatedException.encodeThrowable,5,b336,336
1303,jdk.internal.vm.TranslatedException.encodeThrowable,24,b350,350
1303,jdk.internal.vm.TranslatedException.encodeThrowable,16,b391,391
1303,jdk.internal.vm.TranslatedException.encodeThrowable,6,b402,402
1303,jdk.internal.vm.TranslatedException.encodeThrowable,7,b410,410
1303,jdk.internal.vm.TranslatedException.encodeThrowable,8,b478,478
1303,jdk.internal.vm.TranslatedException.encodeThrowable,17,b521,521
1303,jdk.internal.vm.TranslatedException.encodeThrowable,2,b560,560
1303,jdk.internal.vm.TranslatedException.encodeThrowable,9,b575,575
1303,jdk.internal.vm.TranslatedException.encodeThrowable,23,b589,589
1303,jdk.internal.vm.TranslatedException.encodeThrowable,10,b619,619
1303,jdk.internal.vm.TranslatedException.encodeThrowable,22,b633,633
1303,jdk.internal.vm.TranslatedException.encodeThrowable,11,b663,663
1303,jdk.internal.vm.TranslatedException.encodeThrowable,21,b677,677
1303,jdk.internal.vm.TranslatedException.encodeThrowable,12,b707,707
1303,jdk.internal.vm.TranslatedException.encodeThrowable,20,b721,721
1303,jdk.internal.vm.TranslatedException.encodeThrowable,13,b751,751
1303,jdk.internal.vm.TranslatedException.encodeThrowable,19,b765,765
1303,jdk.internal.vm.TranslatedException.encodeThrowable,14,b795,795
1303,jdk.internal.vm.TranslatedException.encodeThrowable,18,b809,809
1303,jdk.internal.vm.TranslatedException.encodeThrowable,26,b940,940
1306,java.lang.invoke.LambdaForm$DMH/0x0000000083168400.newInvokeSpecial,0,b23,23
1317,cafesat.sat.Vector.allocate,0,b14,14
1343,jdk.internal.util.DecimalDigits.uncheckedGetCharsLatin1,0,b3,3
1345,org.renaissance.scala.sat.Solver$$$Lambda/0x00000000831509e0.apply,1,b25,25
1345,org.renaissance.scala.sat.Solver$$$Lambda/0x00000000831509e0.apply,0,b32,32
1346,org.renaissance.scala.sat.Solver$.$anonfun$solve$4,1,b25,25
1346,org.renaissance.scala.sat.Solver$.$anonfun$solve$4,0,b32,32
1347,cafesat.api.FormulaBuilder$.propVar,1,b31,31
1347,cafesat.api.FormulaBuilder$.propVar,0,b41,41
1348,cafesat.asts.fol.Trees$.freshPropositionalVariable,1,b31,31
1348,cafesat.asts.fol.Trees$.freshPropositionalVariable,0,b41,41
1349,cafesat.asts.core.Trees$.freshPredicateSymbol,1,b31,31
1349,cafesat.asts.core.Trees$.freshPredicateSymbol,0,b41,41
1353,java.lang.String$$StringConcat/0x0000000083154000.concat,1,b33,33
1353,java.lang.String$$StringConcat/0x0000000083154000.concat,0,b46,46
1357,java.lang.String$$StringConcat/0x0000000083154000.prepend,0,b6,6
1358,java.lang.StringConcatHelper.prepend,0,b4,4
1362,org.renaissance.scala.sat.Solver$$$Lambda/0x0000000083167be8.apply,0,b10,10
1362,org.renaissance.scala.sat.Solver$$$Lambda/0x0000000083167be8.apply,1,b17,17
1363,org.renaissance.scala.sat.Solver$.$anonfun$solve$13$adapted,0,b10,10
1363,org.renaissance.scala.sat.Solver$.$anonfun$solve$13$adapted,1,b17,17
1364,org.renaissance.scala.sat.Solver$.$anonfun$solve$13,0,b3,3
1364,org.renaissance.scala.sat.Solver$.$anonfun$solve$13,1,b10,10
1367,java.lang.String.concat,0,b9,9
1371,scala.collection.mutable.HashMap.put0,0,b10,10
1394,scala.collection.immutable.VectorBuilder.advance1,1,b6,6
1394,scala.collection.immutable.VectorBuilder.advance1,0,b15,15
1394,scala.collection.immutable.VectorBuilder.advance1,4,b42,42
1394,scala.collection.immutable.VectorBuilder.advance1,2,b51,51
1394,scala.collection.immutable.VectorBuilder.advance1,3,b57,57
1397,java.util.Arrays.copyOf,0,b8,8
1403,scala.collection.mutable.HashMap.growTable,5,b10,10
1403,scala.collection.mutable.HashMap.growTable,3,b39,39
1403,scala.collection.mutable.HashMap.growTable,4,b46,46
1403,scala.collection.mutable.HashMap.growTable,0,b63,63
1403,scala.collection.mutable.HashMap.growTable,1,b76,76
1403,scala.collection.mutable.HashMap.growTable,2,b83,83
1404,scala.collection.mutable.HashMap.growTable,3,b7,7
1404,scala.collection.mutable.HashMap.growTable,0,b26,26
1404,scala.collection.mutable.HashMap.growTable,1,b39,39
1404,scala.collection.mutable.HashMap.growTable,2,b46,46
1411,java.lang.invoke.LambdaForm$DMH/0x000000008316a400.newInvokeSpecial,0,b23,23
1426,cafesat.api.Formulas$Formula.equals,0,b23,23
1427,java.util.Arrays.copyOfRange,0,b6,6
1427,java.util.Arrays.copyOfRange,1,b20,20
1430,org.renaissance.scala.sat.Solver$$$Lambda/0x00000000831509e0.apply,1,b25,25
1430,org.renaissance.scala.sat.Solver$$$Lambda/0x00000000831509e0.apply,0,b32,32
1431,java.util.Objects.equals,0,b23,23
1435,jdk.internal.classfile.impl.AbstractPoolEntry$Utf8EntryImpl.writeTo,0,b10,10
1436,jdk.internal.classfile.impl.BufWriterImpl.writeUtfEntry,0,b9,9
193,java.util.regex.Pattern$BmpCharPropertyGreedy.match,0,b6,6
205,java.util.Properties$LineReader.readLine,1,b66,66
205,java.util.Properties$LineReader.readLine,2,b98,98
205,java.util.Properties$LineReader.readLine,0,b113,113
205,java.util.Properties$LineReader.readLine,3,b139,139
206,java.util.Properties$LineReader.readLine,0,b0,0
206,java.util.Properties$LineReader.readLine,1,b23,23
206,java.util.Properties$LineReader.readLine,2,b32,32
206,java.util.Properties$LineReader.readLine,3,b64,64
207,java.util.Properties.loadConvert,0,b29,29
207,java.util.Properties.loadConvert,1,b49,49
208,java.util.Properties.loadConvert,0,b11,11
208,java.util.Properties.loadConvert,1,b30,30
219,java.lang.StringLatin1.indexOfChar,0,b11,11
226,java.lang.StringUTF16.compress,0,b36,36
227,java.lang.StringUTF16.compress,0,b15,15
228,java.util.Properties.loadConvert,0,b29,29
228,java.util.Properties.loadConvert,1,b49,49
229,java.util.Properties.loadConvert,0,b11,11
229,java.util.Properties.loadConvert,1,b30,30
244,java.lang.StringCoding.countNonZeroAsciiLatin1,0,b11,11
247,jdk.internal.jimage.ImageStringsReader.unmaskedHashCode,0,b26,26
248,jdk.internal.jimage.ImageStringsReader.unmaskedHashCode,0,b10,10
270,jdk.internal.util.ArraysSupport.vectorizedHashCode,0,b17,17
270,jdk.internal.util.ArraysSupport.vectorizedHashCode,1,b20,20
270,jdk.internal.util.ArraysSupport.vectorizedHashCode,2,b23,23
279,java.util.jar.JarFile.match,2,b41,41
279,java.util.jar.JarFile.match,0,b65,65
279,java.util.jar.JarFile.match,1,b67,67
280,java.util.jar.JarFile.match,0,b0,0
280,java.util.jar.JarFile.match,1,b2,2
284,java.util.jar.Manifest$FastInputStream.readLine,0,b2,2
284,java.util.jar.Manifest$FastInputStream.readLine,1,b22,22
285,java.util.HashMap.getNode,0,b33,33
287,java.util.HashMap.get,0,b34,34
290,java.util.HashMap$HashIterator.nextNode,0,b5,5
292,java.util.HashMap$KeyIterator.next,0,b5,5
294,java.util.HashMap.putMapEntries,0,b8,8
295,java.util.LinkedHashMap.<init>,0,b8,8
296,java.util.jar.Attributes.clone,0,b11,11
297,java.util.jar.Attributes.<init>,0,b11,11
300,sun.net.www.protocol.jar.URLJarFile.getManifest,1,b10,10
300,sun.net.www.protocol.jar.URLJarFile.getManifest,2,b56,56
300,sun.net.www.protocol.jar.URLJarFile.getManifest,3,b87,87
300,sun.net.www.protocol.jar.URLJarFile.getManifest,0,b105,105
300,sun.net.www.protocol.jar.URLJarFile.getManifest,4,b112,112
300,sun.net.www.protocol.jar.URLJarFile.getManifest,5,b166,166
300,sun.net.www.protocol.jar.URLJarFile.getManifest,6,b203,203
301,sun.net.www.protocol.jar.URLJarFile.getManifest,0,b29,29
307,java.util.Arrays.copyOfRange,0,b13,13
313,java.lang.StringLatin1.lastIndexOf,0,b22,22
314,java.lang.StringLatin1.lastIndexOf,0,b11,11
323,java.lang.StringLatin1.replace,0,b41,41
324,java.lang.StringLatin1.replace,0,b5,5
324,java.lang.StringLatin1.replace,3,b17,17
324,java.lang.StringLatin1.replace,1,b31,31
324,java.lang.StringLatin1.replace,2,b47,47
337,java.util.concurrent.ConcurrentHashMap.transfer,3,b47,47
337,java.util.concurrent.ConcurrentHashMap.transfer,4,b56,56
337,java.util.concurrent.ConcurrentHashMap.transfer,0,b96,96
337,java.util.concurrent.ConcurrentHashMap.transfer,1,b137,137
337,java.util.concurrent.ConcurrentHashMap.transfer,2,b155,155
338,java.util.concurrent.ConcurrentHashMap.transfer,3,b5,5
338,java.util.concurrent.ConcurrentHashMap.transfer,0,b14,14
338,java.util.concurrent.ConcurrentHashMap.transfer,1,b55,55
338,java.util.concurrent.ConcurrentHashMap.transfer,2,b73,73
344,java.util.HashMap.get,0,b36,36
412,java.lang.StringLatin1.indexOf,3,b31,31
412,java.lang.StringLatin1.indexOf,4,b44,44
412,java.lang.StringLatin1.indexOf,0,b67,67
412,java.lang.StringLatin1.indexOf,1,b82,82
412,java.lang.StringLatin1.indexOf,2,b93,93
413,java.lang.StringLatin1.indexOf,0,b5,5
413,java.lang.StringLatin1.indexOf,1,b20,20
413,java.lang.StringLatin1.indexOf,2,b31,31
421,java.util.concurrent.ConcurrentHashMap.putVal,0,b11,11
421,java.util.concurrent.ConcurrentHashMap.putVal,1,b62,62
421,java.util.concurrent.ConcurrentHashMap.putVal,2,b111,111
422,java.util.Properties.load0,2,b36,36
422,java.util.Properties.load0,0,b89,89
422,java.util.Properties.load0,1,b109,109
423,java.util.Properties.load0,0,b6,6
423,java.util.Properties.load0,1,b26,26
427,java.util.concurrent.ConcurrentHashMap.get,0,b16,16
434,java.lang.String.substring,0,b28,28
435,jdk.internal.classfile.impl.SplitConstantPool.internalAdd,0,b53,53
436,jdk.internal.classfile.impl.SplitConstantPool.internalAdd,0,b50,50
437,jdk.internal.classfile.impl.EntryMap.put,0,b11,11
440,org.renaissance.harness.RenaissanceSuite$.getVmStartNanos,2,b2,2
440,org.renaissance.harness.RenaissanceSuite$.getVmStartNanos,0,b12,12
440,org.renaissance.harness.RenaissanceSuite$.getVmStartNanos,1,b14,14
441,org.renaissance.harness.RenaissanceSuite$.getVmStartNanos,0,b0,0
441,org.renaissance.harness.RenaissanceSuite$.getVmStartNanos,1,b2,2
463,sun.net.www.ParseUtil.firstEncodeIndex,0,b45,45
464,sun.net.www.ParseUtil.firstEncodeIndex,0,b23,23
473,java.util.Arrays.fill,0,b25,25
473,java.util.Arrays.fill,1,b28,28
473,java.util.Arrays.fill,2,b31,31
474,java.util.zip.ZipFile$Source.getEntryPos,0,b41,41
475,java.util.Arrays.copyOf,0,b5,5
476,java.lang.String.lastIndexOf,0,b12,12
523,java.lang.StringConcatHelper.newArray,0,b5,5
524,jdk.internal.misc.Unsafe.allocateUninitializedArray,0,b8,8
525,jdk.internal.misc.Unsafe.allocateUninitializedArray0,0,b4,4
543,java.lang.invoke.MethodType.hashCode,0,b16,16
565,scala.collection.AbstractSeq.size,0,b1,1
566,scala.collection.SeqOps.size$,0,b5,5
567,scala.collection.SeqOps.size,0,b5,5
574,cafesat.asts.core.Trees$ConnectiveApplication.<init>,0,b7,7
583,cafesat.api.Formulas$Formula.unary_$bang,0,b0,0
584,cafesat.asts.fol.Trees$Not$.apply,0,b0,0
591,scala.collection.immutable.List.prependedAll,0,b11,11
594,cafesat.asts.fol.Trees$Or$.apply,0,b2,2
594,cafesat.asts.fol.Trees$Or$.apply,1,b17,17
594,cafesat.asts.fol.Trees$Or$.apply,2,b27,27
596,scala.collection.AbstractIterable.toList,0,b8,8
597,scala.collection.IterableOnceOps.toList$,0,b8,8
598,scala.collection.IterableOnceOps.toList,0,b8,8
603,java.util.Arrays.copyOf,0,b4,4
603,java.util.Arrays.copyOf,1,b20,20
632,scala.collection.immutable.List.equals,0,b19,19
633,scala.collection.immutable.List.listEq$1,0,b18,18
638,cafesat.asts.core.Manip$.mapPostorder,0,b8,8
638,cafesat.asts.core.Manip$.mapPostorder,1,b25,25
654,cafesat.asts.fol.Manip$.simplifyOneOr$1,0,b37,37
654,cafesat.asts.fol.Manip$.simplifyOneOr$1,1,b54,54
654,cafesat.asts.fol.Manip$.simplifyOneOr$1,2,b77,77
691,scala.collection.immutable.List.length,0,b3,3
692,scala.collection.immutable.List.exists,0,b108,108
692,scala.collection.immutable.List.exists,1,b130,130
692,scala.collection.immutable.List.exists,2,b152,152
692,scala.collection.immutable.List.exists,3,b168,168
693,scala.collection.immutable.List.exists,0,b11,11
702,jdk.internal.loader.URLClassPath.getLoader,0,b65,65
706,scala.collection.immutable.List.flatMap,0,b44,44
706,scala.collection.immutable.List.flatMap,1,b74,74
707,scala.collection.immutable.List.flatMap,0,b0,0
707,scala.collection.immutable.List.flatMap,1,b4,4
717,scala.collection.SeqFactory$UnapplySeqWrapper$.apply$extension,0,b6,6
718,scala.collection.immutable.List.apply,0,b6,6
719,scala.collection.LinearSeqOps.apply$,0,b6,6
720,scala.collection.LinearSeqOps.apply,0,b6,6
721,scala.collection.immutable.List.drop,0,b4,4
722,scala.collection.immutable.List.drop,0,b4,4
723,scala.collection.StrictOptimizedLinearSeqOps.drop$,0,b4,4
724,scala.collection.StrictOptimizedLinearSeqOps.drop,0,b4,4
729,scala.collection.StrictOptimizedLinearSeqOps.loop$2,0,b4,4
734,scala.collection.immutable.List.loop$2,0,b5,5
743,scala.collection.SeqFactory$UnapplySeqWrapper$.lengthCompare$extension,0,b6,6
744,scala.collection.immutable.List.lengthCompare,0,b7,7
755,cafesat.asts.core.Trees$PredicateApplication.equals,0,b20,20
757,cafesat.asts.core.Trees$ConnectiveApplication.equals,0,b35,35
759,java.lang.String.lastIndexOf,0,b11,11
764,scala.collection.IterableOnceOps.count,0,b104,104
764,scala.collection.IterableOnceOps.count,1,b148,148
765,scala.collection.IterableOnceOps.count,0,b20,20
771,java.lang.String.startsWith,0,b17,17
820,scala.collection.mutable.Growable.addAll,0,b9,9
849,scala.collection.mutable.Growable.addAll,0,b9,9
854,scala.collection.mutable.Growable.addAll,0,b6,6
858,scala.collection.mutable.HashMap$Node.findNode,0,b18,18
869,scala.collection.immutable.HashSetBuilder.update,0,b6,6
869,scala.collection.immutable.HashSetBuilder.update,1,b22,22
869,scala.collection.immutable.HashSetBuilder.update,2,b96,96
874,scala.collection.mutable.Growable.addAll,0,b5,5
885,scala.util.hashing.MurmurHash3.unorderedHash,0,b12,12
927,jdk.internal.classfile.impl.StackMapGenerator$Frame.checkStack,3,b7,7
927,jdk.internal.classfile.impl.StackMapGenerator$Frame.checkStack,0,b21,21
927,jdk.internal.classfile.impl.StackMapGenerator$Frame.checkStack,1,b24,24
927,jdk.internal.classfile.impl.StackMapGenerator$Frame.checkStack,2,b27,27
930,scala.Array$.fill,0,b18,18
930,scala.Array$.fill,1,b21,21
930,scala.Array$.fill,2,b24,24
931,scala.Array$.fill,3,b11,11
931,scala.Array$.fill,4,b20,20
931,scala.Array$.fill,5,b29,29
931,scala.Array$.fill,0,b77,77
931,scala.Array$.fill,1,b106,106
931,scala.Array$.fill,2,b123,123
935,scala.Array$.fill,0,b22,22
935,scala.Array$.fill,2,b25,25
935,scala.Array$.fill,3,b28,28
935,scala.Array$.fill,1,b39,39
937,java.lang.reflect.Array.newInstance,0,b12,12
947,scala.reflect.ClassTag$GenericClassTag.newArray,0,b10,10
948,cafesat.sat.Solver$$Lambda/0x00000000831aca18.apply,0,b19,19
949,cafesat.sat.Solver.$anonfun$watched$1,0,b19,19
950,cafesat.sat.Vector.<init>,0,b11,11
951,jdk.internal.classfile.impl.StackMapGenerator$Frame.pushStack,3,b7,7
951,jdk.internal.classfile.impl.StackMapGenerator$Frame.pushStack,0,b21,21
951,jdk.internal.classfile.impl.StackMapGenerator$Frame.pushStack,1,b24,24
951,jdk.internal.classfile.impl.StackMapGenerator$Frame.pushStack,2,b27,27
956,java.util.zip.DeflaterOutputStream.write,0,b182,182
970,scala.collection.StrictOptimizedIterableOps.map,0,b91,91
977,scala.collection.IterableOnceOps.copyToArray,0,b98,98
983,scala.reflect.ManifestFactory$IntManifest.newArray,0,b3,3
984,scala.reflect.ManifestFactory$IntManifest.newArray,0,b3,3
985,cafesat.api.Solver$$$Lambda/0x00000000831adb68.apply,0,b48,48
989,cafesat.sat.Solver$Clause.<init>,0,b44,44
993,scala.collection.AbstractIterable.toArray,0,b16,16
994,scala.collection.IterableOnceOps.toArray$,0,b36,36
995,scala.collection.IterableOnceOps.toArray,0,b26,26
1003,scala.collection.immutable.BitmapIndexedSetNode.foreach,0,b4,4
1003,scala.collection.immutable.BitmapIndexedSetNode.foreach,1,b14,14
1008,java.lang.invoke.DirectMethodHandle.allocateInstance,0,b23,23
1014,java.io.DataOutputStream.writeUTF,0,b9,9
1014,java.io.DataOutputStream.writeUTF,1,b20,20
1017,scala.collection.mutable.Growable.addAll,0,b32,32
1017,scala.collection.mutable.Growable.addAll,1,b55,55
1021,java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial,0,b23,23
1032,java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial,0,b23,23
1041,cafesat.sat.Solver.$anonfun$initClauses$1,0,b46,46
1048,cafesat.sat.Solver$$Lambda/0x00000000831af150.apply$mcZI$sp,0,b34,34
1049,cafesat.sat.Solver.$anonfun$initClauses$2,0,b34,34
1055,scala.collection.immutable.List.foreach,0,b38,38
1055,scala.collection.immutable.List.foreach,1,b53,53
1056,scala.collection.immutable.List.foreach,0,b3,3
1057,java.lang.String.replace,0,b8,8
1057,java.lang.String.replace,3,b20,20
1057,java.lang.String.replace,1,b34,34
1057,java.lang.String.replace,2,b50,50
1061,cafesat.sat.Solver.$anonfun$initClauses$2,0,b45,45
1063,scala.collection.immutable.ChampBaseIterator.searchNextValueNode,0,b70,70
1079,scala.collection.ArrayOps$.forall$extension,0,b26,26
1079,scala.collection.ArrayOps$.forall$extension,1,b43,43
1080,sun.net.www.protocol.jar.URLJarFile.getEntry,0,b5,5
1082,cafesat.sat.Solver$CNFFormula.$anonfun$new$1$adapted,0,b7,7
1083,cafesat.sat.Solver$CNFFormula.$anonfun$new$1,0,b7,7
1086,scala.collection.immutable.List.forall,0,b35,35
1087,scala.collection.immutable.List.forall,0,b12,12
1095,scala.collection.ArrayOps$.count$extension,0,b24,24
1095,scala.collection.ArrayOps$.count$extension,1,b40,40
1097,cafesat.sat.Solver$CNFFormula.$anonfun$new$5,0,b8,8
1098,jdk.internal.loader.URLClassPath.getResource,0,b18,18
1102,cafesat.sat.Solver$CNFFormula$$Lambda/0x00000000831aab98.apply$mcZI$sp,0,b4,4
1119,cafesat.common.FixedIntDoublePriorityQueue.siftUp,0,b8,8
1124,scala.runtime.java8.JFunction1$mcDI$sp.apply,0,b21,21
1125,cafesat.sat.Solver$CNFFormula$$Lambda/0x00000000831a9000.apply$mcDI$sp,0,b13,13
1126,cafesat.sat.Solver$CNFFormula.$anonfun$initVSIDS$2,0,b13,13
1127,cafesat.common.FixedIntDoublePriorityQueue.incScore,0,b13,13
1128,scala.collection.ArrayOps$.foreach$extension,0,b9,9
1129,cafesat.sat.Solver$CNFFormula$$Lambda/0x00000000831ab9f0.apply,0,b9,9
1129,cafesat.sat.Solver$CNFFormula$$Lambda/0x00000000831ab9f0.apply,1,b24,24
1130,cafesat.sat.Solver$CNFFormula.$anonfun$initVSIDS$1$adapted,0,b2,2
1130,cafesat.sat.Solver$CNFFormula.$anonfun$initVSIDS$1$adapted,1,b18,18
1132,cafesat.sat.Solver$CNFFormula.$anonfun$initVSIDS$1,0,b2,2
1132,cafesat.sat.Solver$CNFFormula.$anonfun$initVSIDS$1,1,b18,18
1145,java.util.Arrays.copyOf,0,b4,4
1145,java.util.Arrays.copyOf,1,b20,20
1159,cafesat.sat.Solver.deduce,0,b0,0
1159,cafesat.sat.Solver.deduce,1,b7,7
1159,cafesat.sat.Solver.deduce,2,b54,54
1166,cafesat.sat.Solver.deduce,0,b18,18
1167,cafesat.sat.Solver.deduce,0,b18,18
1169,cafesat.common.FixedIntDoublePriorityQueue.siftDown,0,b33,33
1171,cafesat.common.FixedIntDoublePriorityQueue.deleteMax,0,b35,35
1178,scala.collection.immutable.List.prependedAll,0,b8,8
1179,cafesat.asts.fol.Trees$Or$.apply,0,b2,2
1179,cafesat.asts.fol.Trees$Or$.apply,1,b17,17
1179,cafesat.asts.fol.Trees$Or$.apply,2,b27,27
1180,scala.collection.AbstractIterable.toList,0,b8,8
1181,scala.collection.IterableOnceOps.toList$,0,b8,8
1182,scala.collection.IterableOnceOps.toList,0,b8,8
1183,scala.collection.immutable.Range.map,1,b11,11
1183,scala.collection.immutable.Range.map,0,b15,15
1183,scala.collection.immutable.Range.map,2,b29,29
1183,scala.collection.immutable.Range.map,3,b44,44
