Method: LoopBenchmarks::main, Block ID: 22400, Normal Time: 0.004, Slowdown Time: 0.005, Percentage Increase: 25.0%
Method: LoopBenchmarks::main, Block ID: 28144, Normal Time: 0.004, Slowdown Time: 0.002, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Block ID: 47601, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28146, Normal Time: 0.026, Slowdown Time: 0.021, Percentage Increase: -19.23076923076922%
Method: LoopBenchmarks::main, Block ID: 47603, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28151, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28152, Normal Time: 0.049, Slowdown Time: 0.063, Percentage Increase: 28.57142857142857%
Method: LoopBenchmarks::main, Block ID: 62584, Normal Time: 0.004, Slowdown Time: 0.006, Percentage Increase: 50.0%
Method: LoopBenchmarks::main, Block ID: 28153, Normal Time: 1.892, Slowdown Time: 1.926, Percentage Increase: 1.797040169133194%
Method: LoopBenchmarks::main, Block ID: 62585, Normal Time: 0.01, Slowdown Time: 0.008, Percentage Increase: -20.0%
Method: LoopBenchmarks::main, Block ID: 28154, Normal Time: 1.609, Slowdown Time: 1.521, Percentage Increase: -5.46923555003108%
Method: LoopBenchmarks::main, Block ID: 28155, Normal Time: 0.451, Slowdown Time: 0.472, Percentage Increase: 4.656319290465624%
Method: LoopBenchmarks::main, Block ID: 28156, Normal Time: 0.126, Slowdown Time: 0.12, Percentage Increase: -4.761904761904765%
Method: LoopBenchmarks::main, Block ID: 22397, Normal Time: 0.018, Slowdown Time: 0.026, Percentage Increase: 44.44444444444445%
Method: LoopBenchmarks::main, Block ID: 28157, Normal Time: 0.073, Slowdown Time: 0.067, Percentage Increase: -8.21917808219177%
Method: LoopBenchmarks::main, Block ID: 22398, Normal Time: 0.019, Slowdown Time: 0.017, Percentage Increase: -10.526315789473676%
Method: LoopBenchmarks::main, Block ID: 28158, Normal Time: 1.682, Slowdown Time: 1.697, Percentage Increase: 0.8917954815695674%
Method: LoopBenchmarks::main, Block ID: 22399, Normal Time: 0.01, Slowdown Time: 0.006, Percentage Increase: -40.0%
Method: LoopBenchmarks::main, Block ID: 28159, Normal Time: 0.001, Slowdown Time: 0.003, Percentage Increase: 200.0%
Method: LoopBenchmarks::main, Median Percentage Increase: 32.25806451612904%
Method: LoopBenchmarks::crc32Loop, Block ID: 82, Normal Time: 0.354, Slowdown Time: 0.483, Percentage Increase: 36.440677966101696%
Method: LoopBenchmarks::crc32Loop, Block ID: 83, Normal Time: 0.801, Slowdown Time: 1.631, Percentage Increase: 103.62047440699125%
Method: LoopBenchmarks::crc32Loop, Block ID: 84, Normal Time: 0.57, Slowdown Time: 0.963, Percentage Increase: 68.94736842105263%
Method: LoopBenchmarks::crc32Loop, Block ID: 21, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 85, Normal Time: 0.576, Slowdown Time: 1.163, Percentage Increase: 101.90972222222226%
Method: LoopBenchmarks::crc32Loop, Block ID: 86, Normal Time: 0.524, Slowdown Time: 1.104, Percentage Increase: 110.68702290076338%
Method: LoopBenchmarks::crc32Loop, Block ID: 87, Normal Time: 0.55, Slowdown Time: 1.119, Percentage Increase: 103.45454545454544%
Method: LoopBenchmarks::crc32Loop, Block ID: 23, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 24, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 88, Normal Time: 0.535, Slowdown Time: 1.107, Percentage Increase: 106.91588785046729%
Method: LoopBenchmarks::crc32Loop, Block ID: 25, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 89, Normal Time: 0.544, Slowdown Time: 1.208, Percentage Increase: 122.05882352941175%
Method: LoopBenchmarks::crc32Loop, Block ID: 26, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 90, Normal Time: 0.684, Slowdown Time: 1.056, Percentage Increase: 54.38596491228069%
Method: LoopBenchmarks::crc32Loop, Block ID: 91, Normal Time: 0.516, Slowdown Time: 1.067, Percentage Increase: 106.7829457364341%
Method: LoopBenchmarks::crc32Loop, Block ID: 92, Normal Time: 0.539, Slowdown Time: 1.221, Percentage Increase: 126.53061224489797%
Method: LoopBenchmarks::crc32Loop, Block ID: 29, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 93, Normal Time: 0.546, Slowdown Time: 1.173, Percentage Increase: 114.83516483516483%
Method: LoopBenchmarks::crc32Loop, Block ID: 30, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 94, Normal Time: 0.584, Slowdown Time: 1.083, Percentage Increase: 85.44520547945206%
Method: LoopBenchmarks::crc32Loop, Block ID: 95, Normal Time: 0.636, Slowdown Time: 1.251, Percentage Increase: 96.69811320754715%
Method: LoopBenchmarks::crc32Loop, Block ID: 31, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 96, Normal Time: 0.525, Slowdown Time: 1.057, Percentage Increase: 101.33333333333331%
Method: LoopBenchmarks::crc32Loop, Block ID: 97, Normal Time: 0.589, Slowdown Time: 1.023, Percentage Increase: 73.68421052631578%
Method: LoopBenchmarks::crc32Loop, Block ID: 33, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 98, Normal Time: 0.511, Slowdown Time: 1.071, Percentage Increase: 109.58904109589041%
Method: LoopBenchmarks::crc32Loop, Block ID: 34, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Median Percentage Increase: 102.68213383838385%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 150, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 151, Normal Time: 0.001, Slowdown Time: 0.003, Percentage Increase: 200.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 152, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 155, Normal Time: 0.003, Slowdown Time: 0.005, Percentage Increase: 66.66666666666666%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 156, Normal Time: 0.001, Slowdown Time: 0.006, Percentage Increase: 500.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 157, Normal Time: 0.022, Slowdown Time: 0.014, Percentage Increase: -36.36363636363636%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 158, Normal Time: 0.019, Slowdown Time: 0.022, Percentage Increase: 15.789473684210522%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 159, Normal Time: 0.001, Slowdown Time: 0.008, Percentage Increase: 700.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 160, Normal Time: 0.035, Slowdown Time: 0.039, Percentage Increase: 11.428571428571418%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 162, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 163, Normal Time: 0.0, Slowdown Time: 0.01, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 164, Normal Time: 0.03, Slowdown Time: 0.034, Percentage Increase: 13.333333333333346%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 165, Normal Time: 0.017, Slowdown Time: 0.03, Percentage Increase: 76.4705882352941%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 166, Normal Time: 0.003, Slowdown Time: 0.011, Percentage Increase: 266.66666666666663%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 167, Normal Time: 0.026, Slowdown Time: 0.024, Percentage Increase: -7.692307692307685%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 168, Normal Time: 0.026, Slowdown Time: 0.036, Percentage Increase: 38.46153846153846%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 169, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 170, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 171, Normal Time: 0.058, Slowdown Time: 0.064, Percentage Increase: 10.344827586206893%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 172, Normal Time: 0.007, Slowdown Time: 0.006, Percentage Increase: -14.285714285714285%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 173, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 174, Normal Time: 0.05, Slowdown Time: 0.057, Percentage Increase: 13.999999999999998%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 175, Normal Time: 0.013, Slowdown Time: 0.025, Percentage Increase: 92.30769230769232%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 176, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 177, Normal Time: 0.029, Slowdown Time: 0.024, Percentage Increase: -17.24137931034483%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 178, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 180, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 182, Normal Time: 0.03, Slowdown Time: 0.026, Percentage Increase: -13.333333333333334%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 183, Normal Time: 0.0, Slowdown Time: 0.024, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 184, Normal Time: 0.03, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 185, Normal Time: 0.0, Slowdown Time: 0.053, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 186, Normal Time: 0.023, Slowdown Time: 0.026, Percentage Increase: 13.043478260869563%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 187, Normal Time: 0.001, Slowdown Time: 0.033, Percentage Increase: 3200.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 188, Normal Time: 0.0, Slowdown Time: 0.038, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 189, Normal Time: 0.033, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 190, Normal Time: 0.001, Slowdown Time: 0.03, Percentage Increase: 2899.9999999999995%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 192, Normal Time: 0.027, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 193, Normal Time: 0.001, Slowdown Time: 0.063, Percentage Increase: 6200.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 194, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 195, Normal Time: 0.029, Slowdown Time: 0.033, Percentage Increase: 13.793103448275861%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 196, Normal Time: 0.891, Slowdown Time: 0.708, Percentage Increase: -20.538720538720547%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 197, Normal Time: 3.506, Slowdown Time: 6.922, Percentage Increase: 97.43297204791786%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 198, Normal Time: 0.187, Slowdown Time: 0.332, Percentage Increase: 77.54010695187166%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 199, Normal Time: 1.939, Slowdown Time: 3.415, Percentage Increase: 76.12171222279525%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 200, Normal Time: 0.05, Slowdown Time: 0.593, Percentage Increase: 1085.9999999999998%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 201, Normal Time: 0.0, Slowdown Time: 0.003, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 202, Normal Time: 0.553, Slowdown Time: 0.692, Percentage Increase: 25.135623869801066%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 203, Normal Time: 0.921, Slowdown Time: 1.075, Percentage Increase: 16.720955483170457%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 204, Normal Time: 0.029, Slowdown Time: 0.059, Percentage Increase: 103.44827586206895%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 205, Normal Time: 0.037, Slowdown Time: 0.042, Percentage Increase: 13.513513513513525%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 206, Normal Time: 0.003, Slowdown Time: 0.004, Percentage Increase: 33.33333333333333%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 207, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Median Percentage Increase: 76.29615022904468%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 160, Normal Time: 0.01, Slowdown Time: 0.006, Percentage Increase: -40.0%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 161, Normal Time: 0.004, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 70, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 71, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 10, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 11, Normal Time: 0.005, Slowdown Time: 0.001, Percentage Increase: -80.0%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 12, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 76, Normal Time: 0.015, Slowdown Time: 0.022, Percentage Increase: 46.666666666666664%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 13, Normal Time: 0.003, Slowdown Time: 0.008, Percentage Increase: 166.66666666666669%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 77, Normal Time: 3.009, Slowdown Time: 5.953, Percentage Increase: 97.83981389165838%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 78, Normal Time: 2.293, Slowdown Time: 4.847, Percentage Increase: 111.38246838203227%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 79, Normal Time: 0.002, Slowdown Time: 0.29, Percentage Increase: 14400.0%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 80, Normal Time: 0.03, Slowdown Time: 0.041, Percentage Increase: 36.66666666666668%
Method: LoopBenchmarks::bubbleSortLoop, Block ID: 159, Normal Time: 0.0, Slowdown Time: 0.008, Percentage Increase: 0.0%
Method: LoopBenchmarks::bubbleSortLoop, Median Percentage Increase: 104.61114113684533%
Method: LoopBenchmarks::monteCarloPiLoop, Block ID: 10, Normal Time: 0.004, Slowdown Time: 0.005, Percentage Increase: 25.0%
Method: LoopBenchmarks::monteCarloPiLoop, Block ID: 11, Normal Time: 0.032, Slowdown Time: 0.033, Percentage Increase: 3.1250000000000027%
Method: LoopBenchmarks::monteCarloPiLoop, Block ID: 27, Normal Time: 0.578, Slowdown Time: 1.031, Percentage Increase: 78.37370242214533%
Method: LoopBenchmarks::monteCarloPiLoop, Block ID: 12, Normal Time: 0.008, Slowdown Time: 0.006, Percentage Increase: -25.0%
Method: LoopBenchmarks::monteCarloPiLoop, Block ID: 28, Normal Time: 3.823, Slowdown Time: 7.378, Percentage Increase: 92.98979858749674%
Method: LoopBenchmarks::monteCarloPiLoop, Block ID: 29, Normal Time: 0.452, Slowdown Time: 0.872, Percentage Increase: 92.92035398230087%
Method: LoopBenchmarks::monteCarloPiLoop, Median Percentage Increase: 78.37370242214533%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 327, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 328, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 175, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 177, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 49, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 178, Normal Time: 0.231, Slowdown Time: 0.229, Percentage Increase: -0.8658008658008665%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 50, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 51, Normal Time: 0.003, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 179, Normal Time: 0.009, Slowdown Time: 1.519, Percentage Increase: 16777.77777777778%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 180, Normal Time: 3.117, Slowdown Time: 4.368, Percentage Increase: 40.13474494706449%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 181, Normal Time: 0.0, Slowdown Time: 0.379, Percentage Increase: 0.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 182, Normal Time: 0.331, Slowdown Time: 0.381, Percentage Increase: 15.105740181268878%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 183, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 184, Normal Time: 0.002, Slowdown Time: 0.003, Percentage Increase: 50.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Block ID: 220, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::matrixMultiplyLoop, Median Percentage Increase: 50.0%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 452, Normal Time: 0.584, Slowdown Time: 1.191, Percentage Increase: 103.93835616438358%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 453, Normal Time: 0.927, Slowdown Time: 2.203, Percentage Increase: 137.64832793959005%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 454, Normal Time: 0.267, Slowdown Time: 0.442, Percentage Increase: 65.54307116104869%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 455, Normal Time: 0.378, Slowdown Time: 0.321, Percentage Increase: -15.079365079365079%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 456, Normal Time: 0.527, Slowdown Time: 1.422, Percentage Increase: 169.82922201138518%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 457, Normal Time: 0.501, Slowdown Time: 0.246, Percentage Increase: -50.898203592814376%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 458, Normal Time: 0.228, Slowdown Time: 0.323, Percentage Increase: 41.666666666666664%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 459, Normal Time: 0.057, Slowdown Time: 0.343, Percentage Increase: 501.75438596491233%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 460, Normal Time: 0.127, Slowdown Time: 0.337, Percentage Increase: 165.35433070866142%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 461, Normal Time: 0.03, Slowdown Time: 0.032, Percentage Increase: 6.666666666666673%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 462, Normal Time: 0.026, Slowdown Time: 0.079, Percentage Increase: 203.84615384615387%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 463, Normal Time: 0.018, Slowdown Time: 0.023, Percentage Increase: 27.777777777777786%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 464, Normal Time: 0.011, Slowdown Time: 0.031, Percentage Increase: 181.81818181818184%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 465, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::parseJsonLoop, Block ID: 24, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::parseJsonLoop, Median Percentage Increase: 137.64832793959005%
Method: LoopBenchmarks::sieveLoop, Block ID: 64, Normal Time: 0.005, Slowdown Time: 0.588, Percentage Increase: 11660.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 65, Normal Time: 0.012, Slowdown Time: 0.011, Percentage Increase: -8.333333333333341%
Method: LoopBenchmarks::sieveLoop, Block ID: 198, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 73, Normal Time: 0.074, Slowdown Time: 0.123, Percentage Increase: 66.21621621621621%
Method: LoopBenchmarks::sieveLoop, Block ID: 74, Normal Time: 0.411, Slowdown Time: 0.789, Percentage Increase: 91.97080291970805%
Method: LoopBenchmarks::sieveLoop, Block ID: 75, Normal Time: 0.254, Slowdown Time: 0.364, Percentage Increase: 43.30708661417322%
Method: LoopBenchmarks::sieveLoop, Block ID: 76, Normal Time: 0.426, Slowdown Time: 0.873, Percentage Increase: 104.92957746478872%
Method: LoopBenchmarks::sieveLoop, Block ID: 16, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 81, Normal Time: 0.305, Slowdown Time: 0.597, Percentage Increase: 95.73770491803279%
Method: LoopBenchmarks::sieveLoop, Block ID: 82, Normal Time: 0.0, Slowdown Time: 0.02, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 669, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 670, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::sieveLoop, Block ID: 671, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 682, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 555, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 556, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
